time_s	DispT_m	AccT_m_per_s2
2.278000000000000114e+01	2.037382660408789629e-04	-1.795435727731624354e-02
2.278500000000000014e+01	2.239101260621593169e-04	-2.821940659227572742e-02
2.278999999999999915e+01	2.434886960828137957e-04	-3.759442272963756798e-02
2.279500000000000171e+01	2.618806861022164156e-04	-4.602007014422859060e-02
2.280000000000000071e+01	2.796793861209932687e-04	-5.341723477581789697e-02
2.280499999999999972e+01	2.956982161378923064e-04	-5.966724553405912401e-02
2.280999999999999872e+01	3.105304661535396478e-04	-6.461187429849046815e-02
2.281500000000000128e+01	3.235828461673092822e-04	-6.807311443359241598e-02
2.282000000000000028e+01	3.348553561792012639e-04	-6.999163039419177557e-02
2.282499999999999929e+01	3.443479961892155386e-04	-7.036742218028856077e-02
2.283000000000000185e+01	3.520607661973521063e-04	-6.931916088222911387e-02
2.283500000000000085e+01	3.579936662036110754e-04	-6.704463165059068586e-02
2.283999999999999986e+01	3.627399862086181856e-04	-6.376139815100827224e-02
2.284499999999999886e+01	3.657064362117476430e-04	-5.970680256417457143e-02
2.285000000000000142e+01	3.668930162129993935e-04	-5.509840855572455121e-02
2.285500000000000043e+01	3.668930162129993935e-04	-5.007466573106230529e-02
2.285999999999999943e+01	3.657064362117476430e-04	-4.471468815041871464e-02
2.286500000000000199e+01	3.627399862086181856e-04	-3.903825432885153074e-02
2.287000000000000099e+01	3.597735362054887281e-04	-3.310469981153390390e-02
2.287500000000000000e+01	3.556205062011074660e-04	-2.697336014363902607e-02
2.287999999999999901e+01	3.502808961954744535e-04	-2.082224196068642452e-02
2.288500000000000156e+01	3.449412861898414409e-04	-1.486890892831108264e-02
2.289000000000000057e+01	3.396016761842083741e-04	-9.370481742263420816e-03
2.289499999999999957e+01	3.330754861773235569e-04	-4.603859613351598754e-03
2.290000000000000213e+01	3.271425861710646420e-04	-8.261632373260470365e-04
2.290500000000000114e+01	3.212096861648057271e-04	1.725265205120529851e-03
2.291000000000000014e+01	3.146834961579209099e-04	2.911976108584053789e-03
2.291499999999999915e+01	3.087505961516619408e-04	2.773526503179976101e-03
2.292000000000000171e+01	3.028176961454030801e-04	1.527480054543275826e-03
2.292500000000000071e+01	2.968847961391441110e-04	-4.899284813447152146e-04
2.292999999999999972e+01	2.909518961328851961e-04	-2.883128803329488860e-03
2.293499999999999872e+01	2.850189961266262270e-04	-5.315886155429713072e-03
2.294000000000000128e+01	2.790860961203673121e-04	-7.471744296721781475e-03
2.294500000000000028e+01	2.725599061134825491e-04	-9.152918076628440910e-03
2.294999999999999929e+01	2.660337161065977319e-04	-1.016162234457243518e-02
2.295500000000000185e+01	2.589142360990870123e-04	-1.039896452526514053e-02
2.296000000000000085e+01	2.517947560915762386e-04	-9.726495013302477108e-03
2.296499999999999986e+01	2.446752760840655732e-04	-8.144213808684444902e-03
2.296999999999999886e+01	2.369625060759289513e-04	-5.652120911411044786e-03
2.297500000000000142e+01	2.292497360677923565e-04	-2.309551866655452229e-03
2.298000000000000043e+01	2.215369660596557618e-04	1.784600750293705972e-03
2.298499999999999943e+01	2.138241960515191399e-04	6.472108818974626684e-03
2.299000000000000199e+01	2.067047160440084474e-04	1.157496570386777959e-02
2.299500000000000099e+01	1.995852360364977279e-04	1.689538625439591241e-02
2.300000000000000000e+01	1.924657560289870354e-04	2.219602828986632151e-02
2.300499999999999901e+01	1.865328560227280934e-04	2.729888517475947268e-02
2.301000000000000156e+01	1.805999560164691785e-04	3.198639324344039470e-02
2.301500000000000057e+01	1.758536360114620412e-04	3.606076734533182615e-02
2.301999999999999957e+01	1.722938960077066814e-04	3.930444381479879234e-02
2.302500000000000213e+01	1.693274460045772240e-04	4.146030195609085728e-02
2.303000000000000114e+01	1.675475760026995441e-04	4.238989216380395497e-02
2.303500000000000014e+01	1.663609960014477394e-04	4.195476483253399169e-02
2.303999999999999915e+01	1.669542860020736417e-04	4.015491996228098132e-02
2.304500000000000171e+01	1.681408660033254193e-04	3.702991458316036433e-02
2.305000000000000071e+01	1.705140260058290015e-04	3.277753384574940559e-02
2.305499999999999972e+01	1.734804760089584590e-04	2.765489844579853071e-02
2.305999999999999872e+01	1.770402160127138187e-04	2.197846462423133987e-02
2.306500000000000128e+01	1.811932460170950538e-04	1.600535307679826907e-02
2.307000000000000028e+01	1.859395660221022182e-04	9.992684499249747387e-03
2.307499999999999929e+01	1.906858860271093555e-04	4.098687012047577509e-03
2.308000000000000185e+01	1.954322060321164658e-04	-1.617303839635063139e-03
2.308500000000000085e+01	2.007718160377495325e-04	-7.135509540740449762e-03
2.308999999999999986e+01	2.055181360427566428e-04	-1.251526563644175805e-02
2.309499999999999886e+01	2.096711660471379049e-04	-1.783568618696989086e-02
2.310000000000000142e+01	2.138241960515191399e-04	-2.313632822244029996e-02
2.310500000000000043e+01	2.173839360552744997e-04	-2.841719174285297841e-02
2.310999999999999943e+01	2.197570960577780819e-04	-3.363871971809249267e-02
